name,record,height,weight,reach,stance,dob,slpm,str_ acc__%,sapm,str_ def_%,td avg.,td acc__%,td def__%,sub. avg.,cluster
Luis Pajuelo,Record: 8-2-0,177.8,65.77,175.26,Orthodox,"Dec 18, 1994",6.03,57,8.2,52,0.0,0,66,0.0,4
Trey Ogden,Record: 17-6-0 (1 NC),180.34,70.31,182.88,Orthodox,"Nov 14, 1989",3.38,47,3.59,58,1.64,23,100,0.6,4
Kurt Holobaugh,Record: 21-8-0 (1 NC),180.34,70.31,177.8,Orthodox,"Sep 08, 1986",4.37,43,4.07,48,0.71,36,46,0.9,4
Julian Erosa,Record: 29-12-0,185.42,65.77,187.96,Unorthodox,"Jul 31, 1989",6.14,48,6.29,47,1.63,46,58,0.8,4
Ricardo Ramos,Record: 16-6-0,175.26,65.77,182.88,Orthodox,"Aug 01, 1995",3.21,37,3.74,57,3.02,60,72,0.7,2
Miles Johns,Record: 14-2-0 (1 NC),170.18,61.23,167.64,Orthodox,"Mar 30, 1994",3.28,47,2.55,68,1.15,22,85,0.0,4
Cody Gibson,Record: 20-10-0,177.8,61.23,180.34,Orthodox,"Sep 11, 1987",4.0,43,4.08,57,1.28,28,68,0.2,4
Jarno Errens,Record: 14-5-1,180.34,65.77,185.42,Orthodox,"Nov 17, 1994",3.44,46,3.36,63,0.0,0,28,0.3,1
Steven Nguyen,Record: 9-2-0,180.34,65.77,185.42,Unorthodox,"May 19, 1993",7.15,40,7.36,60,0.28,100,84,0.0,4
Daria Zhelezniakova,Record: 9-1-0,175.26,61.23,172.72,Orthodox,"Jan 23, 1996",3.8,38,1.67,82,0.0,0,50,0.0,4
Montserrat Rendon,Record: 6-1-0,172.72,61.23,172.72,Orthodox,"Mar 16, 1989",3.13,28,3.9,54,3.0,54,100,0.0,2
Mick Parkin,Record: 9-0-0,193.04,120.2,200.66,Orthodox,"Oct 02, 1995",4.54,51,3.94,59,1.6,41,50,0.3,4
Mohammed Usman,Record: 11-3-0,187.96,108.41,200.66,Orthodox,"Apr 01, 1989",3.18,37,4.21,52,0.89,18,0,0.0,1
Marcin Tybura,Record: 25-8-0,190.5,112.94,198.12,Orthodox,"Nov 09, 1985",3.6,48,3.35,55,1.43,33,79,0.1,4
Tai Tuivasa,Record: 15-7-0,187.96,119.75,190.5,Unorthodox,"Mar 16, 1993",3.96,49,5.05,43,0.0,0,57,0.0,4
Bryan Battle,Record: 11-2-0 (1 NC),185.42,77.11,195.58,Orthodox,"Sep 21, 1994",4.52,51,3.74,44,1.12,28,47,0.6,4
Ange Loosa,Record: 10-3-0 (1 NC),177.8,77.11,187.96,Orthodox,"Mar 18, 1993",6.09,46,6.67,52,2.05,42,90,0.2,4
Ovince Saint Preux,Record: 27-17-0,190.5,92.99,203.2,Unorthodox,"Apr 08, 1983",3.03,47,3.32,47,1.1,36,67,0.5,2
Kennedy Nzechukwu,Record: 12-5-0,195.58,92.99,210.82,Unorthodox,"Jun 13, 1992",5.13,45,4.9,50,0.6,45,80,0.2,4
Christian Rodriguez,Record: 11-1-0,170.18,65.77,180.34,Orthodox,"Dec 17, 1997",3.45,48,2.28,57,1.14,54,66,1.1,2
Isaac Dulgarian,Record: 6-1-0,170.18,65.77,180.34,Orthodox,"Jul 04, 1996",2.88,58,2.53,39,6.06,47,0,1.5,2
Macy Chiasson,Record: 10-3-0,180.34,61.23,182.88,Orthodox,"Jul 27, 1991",3.53,44,2.53,46,2.38,37,62,0.5,2
Pannie Kianzad,Record: 17-8-0,170.18,61.23,167.64,Orthodox,"Dec 08, 1991",4.74,49,3.67,53,0.46,33,66,0.1,4
Gerald Meerschaert,Record: 36-17-0,185.42,83.91,195.58,Unorthodox,"Dec 18, 1987",3.18,45,3.37,53,2.17,38,34,1.6,2
Bryan Barberena,Record: 18-12-0,182.88,83.91,182.88,Unorthodox,"May 03, 1989",5.35,48,4.59,44,0.13,22,50,0.3,4
Mike Davis,Record: 11-2-0,182.88,70.31,182.88,Orthodox,"Oct 07, 1992",5.35,52,5.76,55,2.77,53,64,0.4,4
Natan Levy,Record: 8-2-0,175.26,70.31,180.34,Unorthodox,"Sep 30, 1991",3.7,52,3.19,58,5.03,58,41,0.5,2
Chelsea Chandler,Record: 6-2-0,172.72,61.23,172.72,Unorthodox,"Nov 23, 1990",3.45,45,3.09,49,1.31,60,33,0.0,2
Josiane Nunes,Record: 10-2-0,157.48,61.23,170.18,Unorthodox,"Dec 23, 1993",5.99,44,5.25,53,0.0,0,58,0.0,4
Jafel Filho,Record: 16-3-0,170.18,56.7,172.72,Orthodox,"May 05, 1993",2.36,41,2.0,47,1.77,33,55,2.6,2
Ode Osbourne,Record: 12-7-0 (1 NC),170.18,56.7,185.42,Unorthodox,"Jan 09, 1992",3.46,38,4.44,44,1.27,27,64,0.2,4
Danny Silva,Record: 9-1-0,180.34,65.77,177.8,Unorthodox,"Jan 30, 1997",8.3,58,9.47,59,3.0,50,100,0.5,4
Josh Culibao,Record: 11-3-1,177.8,65.77,185.42,Orthodox,"May 24, 1994",3.2,42,3.24,56,0.0,0,67,0.3,1
Jaqueline Amorim,Record: 8-1-0,160.02,52.16,172.72,Orthodox,"Jun 24, 1995",3.33,52,1.85,62,1.48,23,0,5.4,0
Cory McKenna,Record: 8-3-0,160.02,52.16,147.32,Orthodox,"Jul 11, 1999",3.0,40,3.19,48,2.22,58,71,0.4,2
Thiago Moises,Record: 18-7-0,175.26,70.31,177.8,Orthodox,"Mar 23, 1995",2.47,40,4.19,55,1.64,44,56,1.3,2
Mitch Ramirez,Record: 8-2-0,180.34,70.31,180.34,Orthodox,"Nov 03, 1992",2.37,42,3.34,36,0.91,100,0,0.0,2
Chad Anheliger,Record: 13-7-0,167.64,61.23,162.56,Orthodox,"Dec 01, 1986",3.6,45,3.11,53,0.82,30,42,0.6,4
Charalampos Grigoriou,Record: 8-4-0,170.18,61.23,170.18,Orthodox,"Mar 31, 1992",2.13,40,5.56,46,3.75,80,100,0.0,2
Sean O'Malley,Record: 18-1-0 (1 NC),180.34,61.23,182.88,Unorthodox,"Oct 24, 1994",7.63,61,3.52,62,0.35,42,62,0.3,4
Marlon Vera,Record: 23-9-1,172.72,61.23,177.8,Unorthodox,"Dec 02, 1992",4.31,49,5.48,50,0.53,39,70,0.9,4
Dustin Poirier,Record: 30-8-0 (1 NC),175.26,70.31,182.88,Unorthodox,"Jan 19, 1989",5.45,51,4.36,53,1.33,36,63,1.4,4
Benoit Saint Denis,Record: 13-2-0 (1 NC),180.34,70.31,185.42,Unorthodox,"Dec 18, 1995",5.7,54,4.98,42,4.76,37,69,1.5,2
Michael Page,Record: 22-2-0,190.5,77.11,200.66,Unorthodox,"Apr 07, 1987",3.14,69,1.6,55,0.77,25,66,0.0,4
Kevin Holland,Record: 25-11-0 (1 NC),190.5,83.91,205.74,Orthodox,"Nov 05, 1992",4.24,49,3.19,50,0.85,38,54,0.6,4
Jack Della Maddalena,Record: 17-2-0,180.34,77.11,185.42,Unorthodox,"Sep 10, 1996",6.74,53,4.27,66,0.21,16,70,0.2,4
Gilbert Burns,Record: 22-7-0,177.8,77.11,180.34,Orthodox,"Jul 20, 1986",3.29,48,3.42,54,2.24,38,50,0.5,2
Petr Yan,Record: 17-5-0,170.18,61.23,170.18,Unorthodox,"Feb 11, 1993",5.14,53,4.36,58,1.73,51,85,0.1,4
Song Yadong,Record: 21-8-1 (1 NC),172.72,61.23,170.18,Orthodox,"Dec 02, 1997",4.49,43,3.96,55,0.66,40,72,0.2,4
Curtis Blaydes,Record: 18-4-0 (1 NC),193.04,120.2,203.2,Orthodox,"Feb 18, 1991",3.53,50,1.83,59,5.72,53,31,0.0,2
Jailton Almeida,Record: 20-3-0,190.5,92.99,200.66,Orthodox,"Jun 26, 1991",2.54,64,0.74,40,6.88,59,75,2.2,2
Maycee Barber,Record: 14-2-0,165.1,56.7,165.1,Unorthodox,"May 18, 1998",4.7,53,2.9,54,1.44,43,53,0.1,4
Katlyn Cerminara,Record: 18-6-0,175.26,56.7,172.72,Orthodox,"Dec 28, 1988",4.58,34,4.48,62,0.31,15,50,0.3,4
Mateusz Gamrot,Record: 24-2-0 (1 NC),177.8,70.31,177.8,Unorthodox,"Dec 11, 1990",3.09,51,3.07,59,5.28,35,90,0.1,2
Rafael Dos Anjos,Record: 32-16-0,172.72,70.31,177.8,Unorthodox,"Oct 26, 1984",3.48,47,3.21,60,1.95,35,55,0.6,2
Kyler Phillips,Record: 12-2-0,172.72,61.23,182.88,Orthodox,"Jun 12, 1995",5.72,45,3.38,61,2.41,46,75,0.5,4
Pedro Munhoz,Record: 20-9-0 (2 NC),167.64,61.23,165.1,Orthodox,"Sep 07, 1986",5.32,43,6.23,56,0.51,18,82,0.5,4
Philipe Lins,Record: 18-5-0,187.96,92.99,198.12,Orthodox,"Aug 17, 1985",3.8,49,3.59,46,1.65,33,100,0.0,4
Ion Cutelaba,Record: 17-10-1 (1 NC),185.42,92.99,190.5,Unorthodox,"Dec 14, 1993",4.44,43,3.43,47,4.17,57,76,0.0,2
Michal Oleksiejczuk,Record: 19-7-0 (1 NC),182.88,83.91,187.96,Unorthodox,"Feb 22, 1995",5.06,50,4.26,61,0.75,44,48,0.0,4
Josh Parisian,Record: 15-8-0,193.04,120.2,200.66,Orthodox,"Jun 28, 1989",4.55,48,4.88,41,0.98,33,46,0.2,4
Asu Almabayev,Record: 19-2-0,162.56,56.7,165.1,Orthodox,"Jan 25, 1994",3.02,59,1.42,53,7.12,57,0,1.3,2
CJ Vergara,Record: 12-5-1,167.64,56.7,172.72,Orthodox,"Jun 18, 1991",5.24,57,4.62,52,0.0,0,60,0.2,4
Joanne Wood,Record: 17-8-0,167.64,56.7,165.1,Orthodox,"Dec 23, 1985",7.1,51,4.89,51,1.52,55,58,0.3,4
Maryna Moroz,Record: 11-6-0,170.18,56.7,170.18,Orthodox,"Sep 08, 1991",4.42,33,4.89,51,0.7,24,42,0.6,4
Jairzinho Rozenstruik,Record: 14-5-0,187.96,109.77,198.12,Orthodox,"Mar 17, 1988",3.44,49,2.78,47,0.0,0,75,0.0,4
Shamil Gaziev,Record: 12-1-0,193.04,120.2,198.12,Orthodox,"Feb 10, 1990",2.63,44,4.73,42,0.53,14,100,0.5,4
Tyson Pedro,Record: 10-5-0,190.5,92.99,200.66,Orthodox,"Sep 17, 1991",2.9,59,2.39,56,0.76,30,50,0.8,2
Muhammad Mokaev,Record: 12-0-0 (1 NC),170.18,56.7,177.8,Orthodox,"Jul 30, 2000",1.53,48,1.36,57,5.75,41,0,1.0,2
Umar Nurmagomedov,Record: 17-0-0,172.72,61.23,175.26,Orthodox,"Jan 03, 1996",4.75,69,0.56,76,4.51,56,100,0.6,2
Bekzat Almakhan,Record: 11-2-0,170.18,61.23,172.72,Orthodox,"Oct 08, 1997",0.2,18,4.53,30,0.0,0,0,0.0,1
Matt Schnell,Record: 16-8-0 (1 NC),172.72,56.7,177.8,Orthodox,"Jan 15, 1990",4.23,38,4.56,55,0.59,44,50,1.0,4
Eryk Anders,Record: 16-8-0 (1 NC),185.42,83.91,190.5,Unorthodox,"Apr 21, 1987",3.41,47,4.17,50,1.79,26,79,0.1,4
Jamie Pickett,Record: 13-11-0,187.96,83.91,203.2,Orthodox,"Aug 29, 1988",2.65,47,3.62,50,1.26,40,67,0.1,2
Vinicius Oliveira,Record: 20-3-0,175.26,61.23,177.8,Unorthodox,"Nov 30, 1995",5.42,47,2.94,50,1.69,50,40,0.0,4
Benardo Sopaj,Record: 11-3-0,167.64,61.23,167.64,Orthodox,"Sep 25, 2000",3.06,52,4.56,53,3.06,75,50,0.0,2
Aiemann Zahabi,Record: 11-2-0,172.72,61.23,172.72,Orthodox,"Nov 19, 1987",3.43,43,3.61,71,0.2,16,79,0.0,4
Javid Basharat,Record: 14-1-0 (1 NC),175.26,61.23,175.26,Orthodox,"Sep 07, 1995",5.42,53,2.97,62,1.7,40,85,0.2,4
Christian Leroy Duncan,Record: 10-1-0,187.96,83.91,200.66,Unorthodox,"Jul 24, 1995",5.96,62,3.82,50,0.45,14,50,0.0,4
Claudio Ribeiro,Record: 11-5-0,185.42,83.91,195.58,Orthodox,"Jul 17, 1992",3.59,51,4.9,30,0.56,50,66,0.0,4
Ludovit Klein,Record: 21-4-1,170.18,70.31,182.88,Unorthodox,"Feb 22, 1995",3.96,55,3.74,53,1.77,47,83,0.0,4
AJ Cunningham,Record: 11-4-0,177.8,70.31,180.34,Orthodox,"Sep 07, 1994",7.66,29,11.9,48,0.0,0,33,0.0,4
Loik Radzhabov,Record: 18-5-1,180.34,70.31,175.26,Orthodox,"Sep 17, 1990",2.93,42,4.73,45,6.73,57,55,0.0,2
Abdul-Kareem Al-Selwady,Record: 15-4-0,172.72,70.31,175.26,Orthodox,"Apr 10, 1995",4.14,34,3.6,59,2.32,30,20,0.0,1
Brandon Royval,Record: 16-7-0,175.26,56.7,172.72,Unorthodox,"Aug 16, 1992",4.33,36,3.42,46,0.47,60,40,1.1,4
Brandon Moreno,Record: 21-8-2,170.18,56.7,177.8,Orthodox,"Dec 07, 1993",3.87,44,3.63,59,1.74,46,63,0.5,4
Brian Ortega,Record: 16-3-0 (1 NC),172.72,65.77,175.26,Unorthodox,"Feb 21, 1991",4.07,38,6.54,49,1.17,27,57,1.2,4
Yair Rodriguez,Record: 16-5-0 (1 NC),180.34,65.77,180.34,Orthodox,"Oct 06, 1992",4.65,46,3.99,52,0.69,27,58,0.7,4
Daniel Zellhuber,Record: 15-1-0,185.42,70.31,195.58,Unorthodox,"Jul 07, 1999",5.86,41,5.06,56,0.22,33,94,0.2,4
Francisco Prado,Record: 12-2-0,177.8,70.31,175.26,Orthodox,"Jun 16, 2002",4.58,41,5.66,52,0.0,0,25,0.4,1
Yazmin Jauregui,Record: 11-1-0,160.02,52.16,162.56,Orthodox,"Feb 28, 1999",6.26,38,5.12,55,0.0,0,100,0.0,4
Sam Hughes,Record: 8-6-0,165.1,52.16,162.56,Orthodox,"Jun 28, 1992",4.03,45,4.51,56,0.96,30,57,0.0,4
Manuel Torres,Record: 15-2-0,177.8,70.31,185.42,Unorthodox,"Mar 25, 1995",8.14,58,3.15,56,3.26,66,88,1.6,4
Chris Duncan,Record: 11-2-0,177.8,70.31,180.34,Orthodox,"May 10, 1993",4.88,46,3.65,49,3.85,38,33,0.0,2
Raoni Barcelos,Record: 18-5-0,170.18,61.23,170.18,Orthodox,"May 01, 1987",5.22,51,4.79,61,1.86,32,85,0.6,4
Cristian Quinonez,Record: 18-5-0,172.72,61.23,177.8,Orthodox,"Apr 26, 1996",4.19,40,4.55,55,1.37,37,84,0.0,4
Jesus Aguilar,Record: 10-2-0,162.56,56.7,157.48,Orthodox,"Mar 13, 1996",1.49,50,1.11,59,1.9,33,40,1.4,2
Mateus Mendonca,Record: 10-3-0,167.64,56.7,180.34,Orthodox,"Jan 17, 1999",1.66,40,4.14,30,2.54,27,55,0.4,1
Edgar Chairez,Record: 11-5-0 (1 NC),170.18,56.7,180.34,Orthodox,"Jan 27, 1996",2.69,48,4.1,43,0.0,0,41,1.7,1
Daniel Lacerda,Record: 11-6-0 (1 NC),167.64,56.7,177.8,Unorthodox,"Jun 05, 1996",3.95,45,8.28,34,2.32,50,0,1.2,1
Fares Ziam,Record: 15-4-0,185.42,70.31,190.5,Orthodox,"Mar 21, 1997",2.7,48,1.72,65,0.81,23,67,0.2,2
Claudio Puelles,Record: 13-4-0,177.8,70.31,182.88,Unorthodox,"Apr 21, 1996",1.56,49,2.78,46,3.17,36,60,1.2,2
Ronaldo Rodriguez,Record: 17-2-0,167.64,56.7,165.1,Orthodox,"May 07, 1999",2.0,41,3.56,47,1.2,50,63,1.8,2
Denys Bondar,Record: 14-5-0,167.64,56.7,175.26,Orthodox,"Jun 27, 1992",4.59,50,5.16,56,3.99,58,62,0.0,2
Felipe dos Santos,Record: 8-1-0 (1 NC),170.18,56.7,177.8,Orthodox,"Sep 11, 2000",4.53,34,5.07,40,0.0,0,16,0.5,1
Victor Altamirano,Record: 12-4-0,172.72,56.7,177.8,Unorthodox,"Jan 23, 1991",4.55,57,3.7,54,3.43,39,63,0.0,2
Muhammad Naimov,Record: 11-2-0,175.26,65.77,177.8,Orthodox,"Aug 07, 1994",3.33,46,4.57,41,1.94,33,57,0.0,4
Erik Silva,Record: 9-3-0,175.26,65.77,180.34,Orthodox,"Mar 16, 1987",2.07,70,1.57,40,3.76,80,62,0.0,2
Ilia Topuria,Record: 15-0-0,170.18,65.77,175.26,Orthodox,"Jan 21, 1997",4.4,46,3.35,65,1.92,56,92,1.3,4
Alexander Volkanovski,Record: 26-4-0,167.64,65.77,180.34,Orthodox,"Sep 29, 1988",6.16,56,3.44,58,1.78,37,70,0.2,4
Robert Whittaker,Record: 26-7-0,182.88,83.91,185.42,Orthodox,"Dec 20, 1990",4.57,42,3.45,59,0.81,38,82,0.0,4
Paulo Costa,Record: 14-3-0,185.42,83.91,182.88,Orthodox,"Apr 21, 1991",6.2,58,6.38,47,0.45,75,80,0.0,4
Ian Machado Garry,Record: 14-0-0,190.5,77.11,187.96,Orthodox,"Nov 17, 1997",6.27,55,3.49,53,0.55,75,69,0.0,4
Geoff Neal,Record: 15-6-0,180.34,77.11,190.5,Unorthodox,"Aug 28, 1990",4.97,50,5.47,57,0.46,44,87,0.1,4
Merab Dvalishvili,Record: 17-4-0,167.64,61.23,172.72,Orthodox,"Jan 10, 1991",4.5,41,2.37,57,6.43,36,80,0.3,2
Henry Cejudo,Record: 16-4-0,162.56,61.23,162.56,Orthodox,"Feb 09, 1987",3.77,46,3.29,60,1.99,32,75,0.2,4
Anthony Hernandez,Record: 12-2-0 (1 NC),182.88,83.91,190.5,Orthodox,"Oct 18, 1993",4.3,59,3.46,45,6.62,49,63,3.0,2
Roman Kopylov,Record: 12-3-0,182.88,83.91,190.5,Unorthodox,"May 04, 1991",4.66,54,4.1,60,0.42,50,87,0.0,4
Amanda Lemos,Record: 14-3-1,162.56,52.16,165.1,Unorthodox,"May 22, 1987",3.43,54,4.21,44,0.98,63,57,0.7,4
Mackenzie Dern,Record: 13-5-0,162.56,52.16,160.02,Orthodox,"Mar 24, 1993",3.31,40,4.09,51,0.79,15,28,1.3,1
Marcos Rogerio de Lima,Record: 22-10-1,185.42,114.76,190.5,Orthodox,"Jun 25, 1985",3.7,57,2.9,51,1.4,45,59,0.5,2
Junior Tafa,Record: 5-2-0,190.5,108.86,190.5,Orthodox,"Sep 21, 1996",1.81,40,1.86,50,0.0,0,81,0.0,1
Rinya Nakamura,Record: 9-0-0,170.18,61.23,172.72,Unorthodox,"Mar 23, 1995",3.53,54,1.38,67,3.72,90,100,1.6,2
Carlos Vera,Record: 11-4-0,167.64,61.23,175.26,Orthodox,"Nov 05, 1987",0.8,48,2.53,45,0.0,0,0,0.0,1
Zhang Mingyang,Record: 17-6-0,187.96,92.99,190.5,Orthodox,"Aug 16, 1998",9.23,57,6.39,57,0.0,0,0,0.0,4
Brendson Ribeiro,Record: 15-6-0 (1 NC),190.5,92.99,205.74,Orthodox,"Sep 08, 1996",8.41,46,6.77,56,0.0,0,0,0.0,4
Danny Barlow,Record: 8-0-0,187.96,77.11,200.66,Unorthodox,"Aug 02, 1995",8.8,52,3.65,57,0.0,0,100,0.0,4
Josh Quinlan,Record: 6-2-0 (1 NC),182.88,77.11,182.88,Orthodox,"Feb 06, 1993",3.59,42,6.91,49,0.51,11,60,0.0,4
Oban Elliott,Record: 10-2-0,182.88,77.11,182.88,Orthodox,"Dec 19, 1997",4.27,53,2.17,61,3.5,50,0,0.0,2
Val Woodburn,Record: 7-2-0,172.72,77.11,187.96,Orthodox,"Aug 10, 1993",1.6,35,4.93,36,1.92,100,50,0.0,2
Miranda Maverick,Record: 15-5-0,160.02,56.7,165.1,Unorthodox,"Jul 01, 1997",3.8,47,2.6,59,2.49,46,40,0.4,2
Andrea Lee,Record: 13-9-0,167.64,56.7,175.26,Orthodox,"Feb 11, 1989",4.69,46,3.76,62,1.85,58,55,0.6,4
Jack Hermansson,Record: 24-8-0,185.42,83.91,195.58,Orthodox,"Jun 10, 1988",5.09,44,3.69,56,1.53,30,80,0.4,4
Joe Pyfer,Record: 12-3-0,187.96,83.91,190.5,Orthodox,"Sep 17, 1996",3.66,40,3.58,51,1.49,41,50,0.9,2
Dan Ige,Record: 18-7-0,170.18,65.77,180.34,Orthodox,"Aug 06, 1991",3.76,45,3.52,57,1.06,26,58,0.3,4
Andre Fili,Record: 23-11-0 (1 NC),180.34,65.77,187.96,Orthodox,"Jun 25, 1990",3.85,37,4.11,51,2.16,47,69,0.3,2
Robert Bryczek,Record: 17-6-0,182.88,83.91,190.5,Orthodox,"Jul 04, 1990",2.13,24,4.47,60,0.0,0,100,0.0,1
Gregory Rodrigues,Record: 15-5-0,190.5,83.91,190.5,Orthodox,"Feb 17, 1992",6.08,55,5.3,51,2.46,45,100,0.5,4
Brad Tavares,Record: 20-10-0,185.42,83.91,187.96,Orthodox,"Dec 21, 1987",3.38,43,3.15,55,0.78,26,81,0.0,4
Michael Johnson,Record: 23-19-0,177.8,70.31,185.42,Unorthodox,"Jun 04, 1986",4.27,39,3.83,57,0.62,41,81,0.0,4
Darrius Flowers,Record: 12-7-1,175.26,70.31,180.34,Orthodox,"Aug 25, 1994",2.94,54,5.16,43,0.63,20,60,0.0,4
Rodolfo Vieira,Record: 10-2-0,182.88,83.91,185.42,Orthodox,"Sep 25, 1989",3.19,54,4.6,49,4.18,30,100,1.6,2
Armen Petrosyan,Record: 9-3-0,190.5,83.91,180.34,Orthodox,"Nov 02, 1990",5.69,52,2.9,56,0.22,33,31,0.0,4
Carlos Prates,Record: 18-6-0,185.42,77.11,198.12,Unorthodox,"Aug 17, 1993",4.38,56,5.95,37,0.0,0,66,0.0,4
Trevin Giles,Record: 16-6-0,182.88,77.11,187.96,Orthodox,"Aug 06, 1992",3.27,55,2.22,58,1.19,50,71,0.3,2
Bolaji Oki,Record: 9-1-0,177.8,70.31,185.42,Orthodox,"Nov 15, 1995",5.18,43,2.53,64,0.84,100,83,0.0,2
Timmy Cuamba,Record: 8-2-0,175.26,65.77,180.34,Orthodox,"Feb 08, 1999",2.53,34,4.23,57,0.5,16,71,0.0,1
Loma Lookboonmee,Record: 9-3-0,154.94,52.16,154.94,Orthodox,"Jan 18, 1996",4.1,57,2.48,53,1.9,50,72,0.1,4
Bruna Brasil,Record: 9-4-1,167.64,52.16,165.1,Orthodox,"Sep 07, 1993",2.94,62,3.92,51,1.59,62,53,0.0,2
Marcin Prachnio,Record: 17-7-0,190.5,92.99,187.96,Orthodox,"Jul 14, 1988",5.61,55,3.3,54,0.17,20,58,0.0,4
Devin Clark,Record: 14-9-0,182.88,92.99,190.5,Orthodox,"Apr 12, 1990",3.03,54,3.24,44,2.17,32,58,0.1,2
Max Griffin,Record: 20-10-0,180.34,77.11,193.04,Orthodox,"Nov 29, 1985",3.92,49,3.81,57,1.45,41,68,0.3,4
Jeremiah Wells,Record: 12-4-1,175.26,77.11,187.96,Unorthodox,"Oct 30, 1986",2.41,43,1.31,48,3.08,44,80,0.8,2
Zac Pauga,Record: 7-3-0,187.96,92.99,193.04,Orthodox,"Feb 25, 1988",4.46,62,2.73,58,0.38,7,100,0.0,4
Hyder Amil,Record: 9-0-0,175.26,65.77,177.8,Unorthodox,"May 28, 1990",4.73,54,2.16,61,0.68,33,78,2.0,4
Fernie Garcia,Record: 10-5-0,170.18,61.23,170.18,Orthodox,"Apr 12, 1992",2.04,34,3.79,48,0.28,50,50,0.6,1
Daniel Marcos,Record: 15-0-0 (1 NC),170.18,61.23,175.26,Orthodox,"Mar 07, 1993",5.75,50,4.0,66,0.33,50,89,0.0,4
Aoriqileng,Record: 25-10-0 (1 NC),170.18,61.23,175.26,Orthodox,"Jun 25, 1993",5.31,50,6.03,47,1.45,46,58,0.0,4
Nassourdine Imavov,Record: 13-4-0 (1 NC),190.5,83.91,190.5,Orthodox,"Mar 01, 1995",4.53,54,3.26,61,0.87,31,76,1.5,4
Roman Dolidze,Record: 12-3-0,187.96,83.91,193.04,Orthodox,"Jul 15, 1988",2.62,39,3.36,51,1.3,40,33,1.3,1
Drew Dober,Record: 27-13-0 (1 NC),172.72,70.31,177.8,Unorthodox,"Oct 19, 1988",4.34,40,4.23,51,0.71,18,56,0.1,4
Randy Brown,Record: 18-5-0,190.5,77.11,198.12,Orthodox,"Jul 08, 1990",4.37,46,3.33,54,0.78,39,74,0.5,4
Muslim Salikhov,Record: 19-5-0,180.34,77.11,177.8,Orthodox,"Jun 09, 1984",3.36,51,2.94,62,1.27,40,73,0.0,4
Natalia Silva,Record: 17-5-1,162.56,56.7,165.1,Unorthodox,"Feb 03, 1997",4.53,44,2.1,65,0.5,28,91,0.0,4
Viviane Araujo,Record: 12-6-0,162.56,56.7,172.72,Orthodox,"Nov 21, 1986",4.11,47,4.96,56,1.76,40,78,0.6,4
Aliaskhab Khizriev,Record: 14-0-0 (1 NC),175.26,83.91,187.96,Unorthodox,"Aug 24, 1990",6.01,64,4.38,61,5.64,60,100,3.8,2
Makhmud Muradov,Record: 26-8-0 (1 NC),187.96,83.91,190.5,Orthodox,"Feb 08, 1990",4.21,43,2.57,61,3.03,66,77,0.2,2
Charles Radtke,Record: 9-3-0,175.26,77.11,182.88,Orthodox,"Jul 09, 1990",3.29,52,3.03,54,0.76,16,100,0.0,4
Gilbert Urbina,Record: 7-4-0,190.5,77.11,190.5,Orthodox,"Apr 05, 1996",5.61,57,4.61,44,3.01,44,0,0.8,2
Molly McCann,Record: 14-6-0,162.56,52.16,157.48,Orthodox,"May 04, 1990",5.79,49,4.94,63,1.82,38,43,0.6,4
Diana Belbita,Record: 15-9-0,170.18,52.16,172.72,Orthodox,"Jun 26, 1996",6.54,42,6.55,51,0.91,62,65,0.0,4
Azat Maksum,Record: 17-1-0,170.18,56.7,177.8,Unorthodox,"Feb 02, 1995",2.8,23,5.23,55,2.0,22,66,0.5,1
Pete Rodriguez,Record: 5-2-0,175.26,77.11,180.34,Unorthodox,"Nov 13, 1996",9.28,43,12.83,42,0.0,0,100,0.0,4
JeongYeong Lee,Record: 11-1-0,177.8,65.77,185.42,Orthodox,"Nov 13, 1995",2.81,53,1.57,59,0.96,66,76,0.5,2
Blake Bilder,Record: 8-2-1,172.72,65.77,172.72,Unorthodox,"Jul 12, 1990",3.81,48,4.15,53,0.31,7,71,0.6,4
Luana Carolina,Record: 10-4-0,167.64,56.7,175.26,Orthodox,"Jun 11, 1993",4.63,49,3.63,49,0.38,42,76,0.6,4
Julija Stoliarenko,Record: 11-9-2,170.18,56.7,167.64,Orthodox,"Apr 08, 1993",2.49,39,4.54,46,0.93,27,54,1.7,1
MarQuel Mederos,Record: 9-1-0,177.8,70.31,175.26,Orthodox,"Nov 30, 1996",4.39,45,3.29,63,0.0,0,90,0.0,4
Landon Quinones,Record: 7-3-1,175.26,70.31,177.8,Unorthodox,"Nov 21, 1995",6.77,40,7.7,55,0.5,33,100,0.0,4
Jamal Pogues,Record: 11-4-0,190.5,92.99,195.58,Orthodox,"Dec 01, 1995",3.36,44,4.17,50,2.4,48,77,0.0,2
Thomas Petersen,Record: 8-2-0,185.42,119.75,187.96,Unorthodox,"Mar 30, 1995",3.79,68,3.79,46,2.84,44,100,0.7,2
Dricus Du Plessis,Record: 21-2-0,185.42,83.91,193.04,Unorthodox,"Jan 14, 1994",6.49,50,4.77,55,3.0,51,40,0.8,4
Sean Strickland,Record: 28-6-0,185.42,83.91,193.04,Orthodox,"Feb 27, 1991",5.91,41,4.33,62,0.85,64,77,0.2,4
Raquel Pennington,Record: 16-9-0,170.18,61.23,170.18,Orthodox,"Sep 05, 1988",4.14,52,3.29,60,0.9,27,63,0.7,4
