name,record,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,Unnamed: 11,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,url
Bobby Green,Record: 32-15-1 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",6.45,52%,3.75,62%,,1.19,38%,74%,0.3,http://www.ufcstats.com/fighter-details/887961364be5ceb3
Jim Miller,Record: 37-18-0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.99,42%,3.5,56%,,1.53,44%,47%,1.7,http://www.ufcstats.com/fighter-details/d1941565abf50b16
Deiveson Figueiredo,Record: 23-3-1,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",3.01,55%,3.38,50%,,1.65,42%,58%,1.7,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5
Cody Garbrandt,Record: 14-6-0,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",2.98,40%,3.76,60%,,1.03,34%,80%,0.0,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994
Brendan Allen,Record: 24-5-0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.98,53%,3.83,47%,,1.74,47%,58%,1.4,http://www.ufcstats.com/fighter-details/2f181c0467965b98
Chris Curtis,Record: 31-11-0 (1 NC),"5' 10""",185 lbs.,"75""",Orthodox,"Jul 15, 1987",5.76,51%,6.16,52%,,0.0,0%,82%,0.0,http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3
Damon Jackson,Record: 23-6-1 (1 NC),"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988",3.0,41%,3.29,51%,,2.51,35%,40%,1.4,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8
Alexander Hernandez,Record: 14-8-0,"5' 9""",145 lbs.,"72""",Orthodox,"Oct 01, 1992",4.33,41%,4.66,55%,,1.06,31%,59%,0.1,http://www.ufcstats.com/fighter-details/262a7d06203657e6
Chepe Mariscal,Record: 16-6-1,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",4.7,52%,3.68,52%,,2.35,28%,66%,0.4,http://www.ufcstats.com/fighter-details/e0c6edcb5b5d0b90
Morgan Charriere,Record: 19-10-1,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995",3.98,49%,4.24,55%,,1.59,40%,87%,0.8,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e
Ignacio Bahamondes,Record: 15-5-0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",7.15,46%,4.38,57%,,0.0,0%,85%,0.4,http://www.ufcstats.com/fighter-details/e4a47b07044ddd72
Christos Giagos,Record: 20-12-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",3.03,41%,3.21,50%,,2.84,36%,52%,0.4,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Charlie Campbell,Record: 9-2-0,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995",5.55,54%,3.73,55%,,2.95,40%,71%,0.0,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8
Trevor Peek,Record: 9-2-0 (1 NC),"5' 9""",155 lbs.,"70""",Switch,"Jan 09, 1995",4.58,54%,4.17,44%,,1.82,53%,54%,0.0,http://www.ufcstats.com/fighter-details/0bc697c5936a2d0a
Alex Morono,Record: 24-9-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.87,40%,4.16,58%,,0.32,22%,55%,0.4,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e
Court McGee,Record: 22-13-0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.6,37%,3.62,61%,,1.84,25%,69%,0.4,http://www.ufcstats.com/fighter-details/523fa774700d7d3f
Lukasz Brzeski,Record: 9-4-1 (1 NC),"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992",4.78,49%,3.15,56%,,0.48,50%,36%,0.5,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Valter Walker,Record: 11-1-0,"6' 6""",265 lbs.,"78""",Orthodox,"Dec 14, 1997",2.2,49%,3.87,43%,,4.0,80%,0%,0.0,http://www.ufcstats.com/fighter-details/f5779a2303ed76ec
Norma Dumont,Record: 11-2-0,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",3.11,49%,1.89,66%,,1.91,68%,72%,0.0,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9
Germaine de Randamie,Record: 10-5-0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2.57,46%,2.0,65%,,0.0,0%,65%,0.4,http://www.ufcstats.com/fighter-details/1d239d571e342453
Victor Hugo,Record: 25-4-0,"5' 7""",135 lbs.,"71""",Orthodox,"Nov 22, 1992",3.46,51%,2.25,61%,,0.67,50%,87%,1.4,http://www.ufcstats.com/fighter-details/f264ba50b007f39e
Pedro Falcao,Record: 16-4-0,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",2.9,48%,2.63,48%,,2.07,22%,83%,0.0,http://www.ufcstats.com/fighter-details/f7be1db194e03d7e
Jean Matsumoto,Record: 15-0-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",4.76,38%,4.52,51%,,1.2,50%,56%,0.6,http://www.ufcstats.com/fighter-details/ffd3224638c01b57
Dan Argueta,Record: 9-2-0 (2 NC),"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993",2.18,45%,1.9,51%,,4.45,48%,57%,1.6,http://www.ufcstats.com/fighter-details/e4ba58725825412d
Cesar Almeida,Record: 5-0-0,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",4.5,64%,1.31,50%,,0.0,0%,62%,0.0,http://www.ufcstats.com/fighter-details/64d47ef881a437a4
Dylan Budka,Record: 7-3-0,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000",1.04,60%,1.8,34%,,3.38,38%,100%,0.7,http://www.ufcstats.com/fighter-details/a817e238b2747404
Nora Cornolle,Record: 8-1-0,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",3.29,59%,1.26,56%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/f2b3f4ef3f780168
Melissa Mullins,Record: 6-1-0,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",2.73,52%,3.64,47%,,0.65,20%,75%,0.0,http://www.ufcstats.com/fighter-details/bd532e9a2b93870c
Manon Fiorot,Record: 12-1-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",6.26,41%,3.77,68%,,1.17,42%,93%,0.0,http://www.ufcstats.com/fighter-details/34ff304266360297
Erin Blanchfield,Record: 12-2-0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",5.47,45%,4.34,58%,,2.05,33%,81%,1.0,http://www.ufcstats.com/fighter-details/669970f7feba8ecd
Vicente Luque,Record: 22-10-1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.07,52%,5.21,52%,,1.0,53%,62%,0.6,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
Chris Weidman,Record: 16-7-0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.18,45%,3.22,51%,,3.44,42%,65%,0.8,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1
Bruno Silva,Record: 13-5-2 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",3.05,46%,3.09,59%,,2.57,30%,64%,0.3,http://www.ufcstats.com/fighter-details/294aa73dbf37d281
Sedriques Dumas,Record: 9-2-0,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",1.76,45%,2.14,57%,,0.71,50%,40%,0.4,http://www.ufcstats.com/fighter-details/4e6738062d469256
Kyle Nelson,Record: 16-5-1,"5' 11""",145 lbs.,"71""",Switch,"Apr 20, 1991",3.65,45%,4.69,52%,,1.1,20%,73%,0.6,http://www.ufcstats.com/fighter-details/31f8081c7600da93
Bill Algeo,Record: 18-8-0,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",6.16,52%,4.52,47%,,0.86,46%,56%,0.1,http://www.ufcstats.com/fighter-details/9abc648e76c4493a
Chidi Njokuani,Record: 23-10-0 (1 NC),"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",4.09,61%,2.94,55%,,0.0,0%,74%,0.2,http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef
Rhys McKee,Record: 13-6-1,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",4.8,45%,7.85,42%,,0.0,0%,41%,0.0,http://www.ufcstats.com/fighter-details/f748267c4ab6c127
Nate Landwehr,Record: 18-5-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",6.25,46%,5.75,55%,,1.0,41%,86%,1.0,http://www.ufcstats.com/fighter-details/583ee11abddfc581
Jamall Emmers,Record: 20-8-0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.3,48%,4.05,57%,,1.83,40%,90%,0.2,http://www.ufcstats.com/fighter-details/e00a3dee329a51f7
Virna Jandiroba,Record: 20-3-0,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.3,38%,2.96,57%,,2.36,36%,73%,1.2,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02
Loopy Godinez,Record: 12-4-0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",4.13,48%,3.58,63%,,3.04,46%,84%,1.0,http://www.ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Julio Arce,Record: 19-6-0,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.36,36%,3.05,68%,,0.46,28%,96%,0.3,http://www.ufcstats.com/fighter-details/1291edf2d566a71a
Herbert Burns,Record: 11-5-0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.73,40%,4.6,41%,,3.0,42%,66%,2.5,http://www.ufcstats.com/fighter-details/4f140403000158b5
Dennis Buzukja,Record: 12-4-0,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997",4.16,42%,5.09,45%,,0.8,30%,72%,0.3,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Connor Matthews,Record: 7-2-0,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",5.3,44%,6.19,56%,,2.97,53%,50%,0.7,http://www.ufcstats.com/fighter-details/36e78278a77006d4
Ibo Aslan,Record: 13-1-0,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",6.83,45%,4.53,64%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45
Anton Turkalj,Record: 8-4-0,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",2.45,42%,3.42,54%,,4.98,41%,16%,0.0,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Jacob Malkoun,Record: 8-3-0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.86,56%,2.48,52%,,6.62,42%,20%,0.4,http://www.ufcstats.com/fighter-details/d4270315cbcf2569
Andre Petroski,Record: 10-4-0,"6' 0""",185 lbs.,"73""",Switch,"Jun 12, 1991",3.5,49%,3.08,51%,,4.32,54%,80%,2.3,http://www.ufcstats.com/fighter-details/5f61780fe5e9b6d0
Caolan Loughran,Record: 9-1-0,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",6.27,47%,5.73,56%,,2.5,33%,0%,0.0,http://www.ufcstats.com/fighter-details/42ac4020cba261ad
Angel Pacheco,Record: 7-3-0,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 13, 1992",9.5,39%,11.47,41%,,0.0,0%,28%,0.0,http://www.ufcstats.com/fighter-details/07797f10b9569cfc
Rose Namajunas,Record: 13-6-0,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",3.69,41%,3.51,63%,,1.38,47%,59%,0.5,http://www.ufcstats.com/fighter-details/47b63240018d5d86
Amanda Ribas,Record: 12-5-0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",4.63,40%,3.4,61%,,2.07,51%,85%,0.7,http://www.ufcstats.com/fighter-details/beecb672a279223e
Karl Williams,Record: 10-1-0,"6' 3""",235 lbs.,"79""",Orthodox,"Jan 06, 1990",2.87,52%,1.7,60%,,4.75,50%,100%,0.2,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Justin Tafa,Record: 7-4-0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.09,54%,5.02,47%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/e13abac8089a801a
Edmen Shahbazyan,Record: 13-4-0,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1997",3.6,52%,4.09,45%,,2.24,38%,63%,0.6,http://www.ufcstats.com/fighter-details/4144798612ef96e5
AJ Dobson,Record: 7-3-0 (1 NC),"6' 1""",185 lbs.,"76""",Orthodox,"Jan 18, 1992",4.29,46%,5.31,46%,,1.67,75%,65%,0.3,http://www.ufcstats.com/fighter-details/009c4420727149ea
Payton Talbott,Record: 8-0-0,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",8.05,54%,3.58,51%,,0.0,0%,90%,0.5,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4
Cameron Saaiman,Record: 9-2-0,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",5.32,46%,4.18,51%,,0.91,28%,47%,0.7,http://www.ufcstats.com/fighter-details/3c8a5200436e19f3
Youssef Zalal,Record: 14-5-1,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",2.88,49%,1.73,65%,,2.28,34%,60%,1.3,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613
Billy Quarantillo,Record: 18-6-0,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",7.36,56%,5.57,43%,,1.24,23%,61%,1.1,http://www.ufcstats.com/fighter-details/aa171d55d4b5208f
Fernando Padilla,Record: 16-5-0,"6' 1""",145 lbs.,"76""",Orthodox,"Dec 15, 1996",6.48,42%,5.25,53%,,0.0,0%,100%,0.8,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Luis Pajuelo,Record: 8-2-0,"5' 10""",145 lbs.,"69""",Orthodox,"Dec 18, 1994",6.03,57%,8.2,52%,,0.0,0%,66%,0.0,http://www.ufcstats.com/fighter-details/e530df53922f413e
Trey Ogden,Record: 17-6-0 (1 NC),"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",3.38,47%,3.59,58%,,1.64,23%,100%,0.6,http://www.ufcstats.com/fighter-details/cfc3e7bb44685289
Kurt Holobaugh,Record: 21-8-0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",4.37,43%,4.07,48%,,0.71,36%,46%,0.9,http://www.ufcstats.com/fighter-details/a7151778b3381036
Julian Erosa,Record: 29-12-0,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",6.14,48%,6.29,47%,,1.63,46%,58%,0.8,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a
Ricardo Ramos,Record: 16-6-0,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",3.21,37%,3.74,57%,,3.02,60%,72%,0.7,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4
Miles Johns,Record: 14-2-0 (1 NC),"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",3.28,47%,2.55,68%,,1.15,22%,85%,0.0,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Cody Gibson,Record: 20-10-0,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",4.0,43%,4.08,57%,,1.28,28%,68%,0.2,http://www.ufcstats.com/fighter-details/700a674c042b7a96
Jarno Errens,Record: 14-5-1,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",3.44,46%,3.36,63%,,0.0,0%,28%,0.3,http://www.ufcstats.com/fighter-details/082eba4cd80f736f
Steven Nguyen,Record: 9-2-0,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993",7.15,40%,7.36,60%,,0.28,100%,84%,0.0,http://www.ufcstats.com/fighter-details/69037fc7730e4225
Daria Zhelezniakova,Record: 9-1-0,"5' 9""",135 lbs.,"68""",,"Jan 23, 1996",3.8,38%,1.67,82%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/07047eb7d17fb0a2
Montserrat Rendon,Record: 6-1-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 16, 1989",3.13,28%,3.9,54%,,3.0,54%,100%,0.0,http://www.ufcstats.com/fighter-details/60193e707634e560
Mick Parkin,Record: 9-0-0,"6' 4""",265 lbs.,"79""",Orthodox,"Oct 02, 1995",4.54,51%,3.94,59%,,1.6,41%,50%,0.3,http://www.ufcstats.com/fighter-details/0d5cc0170c1a7e71
Mohammed Usman,Record: 11-3-0,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",3.18,37%,4.21,52%,,0.89,18%,0%,0.0,http://www.ufcstats.com/fighter-details/da7f113b5ea39c43
Marcin Tybura,Record: 25-8-0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.6,48%,3.35,55%,,1.43,33%,79%,0.1,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2
Tai Tuivasa,Record: 15-7-0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",3.96,49%,5.05,43%,,0.0,0%,57%,0.0,http://www.ufcstats.com/fighter-details/c62fbc117d57b943
Bryan Battle,Record: 11-2-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Sep 21, 1994",4.52,51%,3.74,44%,,1.12,28%,47%,0.6,http://www.ufcstats.com/fighter-details/f626118b6da0e020
Ange Loosa,Record: 10-3-0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",6.09,46%,6.67,52%,,2.05,42%,90%,0.2,http://www.ufcstats.com/fighter-details/1497e735d9f2560a
Ovince Saint Preux,Record: 27-17-0,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",3.03,47%,3.32,47%,,1.1,36%,67%,0.5,http://www.ufcstats.com/fighter-details/50db8711c70196cd
Kennedy Nzechukwu,Record: 12-5-0,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",5.13,45%,4.9,50%,,0.6,45%,80%,0.2,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Christian Rodriguez,Record: 11-1-0,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997",3.45,48%,2.28,57%,,1.14,54%,66%,1.1,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e
Isaac Dulgarian,Record: 6-1-0,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",2.88,58%,2.53,39%,,6.06,47%,0%,1.5,http://www.ufcstats.com/fighter-details/a57cb948c4c70a47
Macy Chiasson,Record: 10-3-0,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",3.53,44%,2.53,46%,,2.38,37%,62%,0.5,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b
Pannie Kianzad,Record: 17-8-0,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",4.74,49%,3.67,53%,,0.46,33%,66%,0.1,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5
Gerald Meerschaert,Record: 36-17-0,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",3.18,45%,3.37,53%,,2.17,38%,34%,1.6,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345
Bryan Barberena,Record: 18-12-0,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48%,4.59,44%,,0.13,22%,50%,0.3,http://www.ufcstats.com/fighter-details/a331233f597090a5
Mike Davis,Record: 11-2-0,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",5.35,52%,5.76,55%,,2.77,53%,64%,0.4,http://www.ufcstats.com/fighter-details/fb3e61720be4690c
Natan Levy,Record: 8-2-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",3.7,52%,3.19,58%,,5.03,58%,41%,0.5,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Chelsea Chandler,Record: 6-2-0,"5' 8""",135 lbs.,"68""",Southpaw,"Nov 23, 1990",3.45,45%,3.09,49%,,1.31,60%,33%,0.0,http://www.ufcstats.com/fighter-details/af9efbfd63d39734
Josiane Nunes,Record: 10-2-0,"5' 2""",135 lbs.,"67""",Southpaw,"Dec 23, 1993",5.99,44%,5.25,53%,,0.0,0%,58%,0.0,http://www.ufcstats.com/fighter-details/68d35296f566792b
Jafel Filho,Record: 16-3-0,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993",2.36,41%,2.0,47%,,1.77,33%,55%,2.6,http://www.ufcstats.com/fighter-details/65adf3856c4d9256
Ode Osbourne,Record: 12-7-0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",3.46,38%,4.44,44%,,1.27,27%,64%,0.2,http://www.ufcstats.com/fighter-details/6d68c1afe954f121
Danny Silva,Record: 9-1-0,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",8.3,58%,9.47,59%,,3.0,50%,100%,0.5,http://www.ufcstats.com/fighter-details/d964a59c48381cb6
Josh Culibao,Record: 11-3-1,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",3.2,42%,3.24,56%,,0.0,0%,67%,0.3,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Jaqueline Amorim,Record: 8-1-0,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",3.33,52%,1.85,62%,,1.48,23%,0%,5.4,http://www.ufcstats.com/fighter-details/bc7d1ad49fcb2d08
Cory McKenna,Record: 8-3-0,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",3.0,40%,3.19,48%,,2.22,58%,71%,0.4,http://www.ufcstats.com/fighter-details/3351aa64aa83c4d9
Thiago Moises,Record: 18-7-0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.47,40%,4.19,55%,,1.64,44%,56%,1.3,http://www.ufcstats.com/fighter-details/d945aae53e3e54e6
Mitch Ramirez,Record: 8-2-0,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 03, 1992",2.37,42%,3.34,36%,,0.91,100%,0%,0.0,http://www.ufcstats.com/fighter-details/e99eb0ef25885de5
Chad Anheliger,Record: 13-7-0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",3.6,45%,3.11,53%,,0.82,30%,42%,0.6,http://www.ufcstats.com/fighter-details/c7c39e2fb70248b3
Charalampos Grigoriou,Record: 8-4-0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",2.13,40%,5.56,46%,,3.75,80%,100%,0.0,http://www.ufcstats.com/fighter-details/68b8ebdfce9dbb61
Sean O'Malley,Record: 18-1-0 (1 NC),"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",7.63,61%,3.52,62%,,0.35,42%,62%,0.3,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Marlon Vera,Record: 23-9-1,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",4.31,49%,5.48,50%,,0.53,39%,70%,0.9,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Dustin Poirier,Record: 30-8-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",5.45,51%,4.36,53%,,1.33,36%,63%,1.4,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Benoit Saint Denis,Record: 13-2-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",5.7,54%,4.98,42%,,4.76,37%,69%,1.5,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
Michael Page,Record: 22-2-0,"6' 3""",170 lbs.,"79""",Switch,"Apr 07, 1987",3.14,69%,1.6,55%,,0.77,25%,66%,0.0,http://www.ufcstats.com/fighter-details/a67d071163962af8
Kevin Holland,Record: 25-11-0 (1 NC),"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",4.24,49%,3.19,50%,,0.85,38%,54%,0.6,http://www.ufcstats.com/fighter-details/3a46b268013afede
Jack Della Maddalena,Record: 17-2-0,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996",6.74,53%,4.27,66%,,0.21,16%,70%,0.2,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Gilbert Burns,Record: 22-7-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.29,48%,3.42,54%,,2.24,38%,50%,0.5,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Petr Yan,Record: 17-5-0,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",5.14,53%,4.36,58%,,1.73,51%,85%,0.1,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Song Yadong,Record: 21-8-1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.49,43%,3.96,55%,,0.66,40%,72%,0.2,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f
Curtis Blaydes,Record: 18-4-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.53,50%,1.83,59%,,5.72,53%,31%,0.0,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440
Jailton Almeida,Record: 20-3-0,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991",2.54,64%,0.74,40%,,6.88,59%,75%,2.2,http://www.ufcstats.com/fighter-details/41e83a89929d1327
Maycee Barber,Record: 14-2-0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.7,53%,2.9,54%,,1.44,43%,53%,0.1,http://www.ufcstats.com/fighter-details/6a740daf1b279661
Katlyn Cerminara,Record: 18-6-0,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.58,34%,4.48,62%,,0.31,15%,50%,0.3,http://www.ufcstats.com/fighter-details/e872e9a9a902c045
Mateusz Gamrot,Record: 24-2-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.09,51%,3.07,59%,,5.28,35%,90%,0.1,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece
Rafael Dos Anjos,Record: 32-16-0,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 26, 1984",3.48,47%,3.21,60%,,1.95,35%,55%,0.6,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Kyler Phillips,Record: 12-2-0,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.72,45%,3.38,61%,,2.41,46%,75%,0.5,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7
Pedro Munhoz,Record: 20-9-0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.32,43%,6.23,56%,,0.51,18%,82%,0.5,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Philipe Lins,Record: 18-5-0,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",3.8,49%,3.59,46%,,1.65,33%,100%,0.0,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Ion Cutelaba,Record: 17-10-1 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.44,43%,3.43,47%,,4.17,57%,76%,0.0,http://www.ufcstats.com/fighter-details/cd13728ae1151f46
